,asin,group,format,book title,author,publisher,release_date,status,tagline,vote_average,year,movie title,genre1,genre2,genre3,genre4,id
0,1405246413,book,hardcover,Go, Diego, Go! Annual 2010,1999-04-09,Released,A weekend wasted is never a wasted weekend.,7.0,1999.0,Go,Crime,Comedy,Thriller,,"80,35,53,"
1,1498756301,book,hardcover,Faster, Better, Cheaper in the History of Manufacturing: From the Stone Age to Lean Manufacturing and Beyond,2010-11-23,Released,Slow Justice is no Justice,6.1,2003.0,Faster,Crime,Drama,Action,Thriller,"80,18,28,53,"
2,1477117350,book,paperback,Girl," You Ain't Gonna Make It""",: So They Said,1998-11-05,Released,A straight-A teen explores Seattle's rock scene.,4.7,1999.0,Girl,Comedy,Drama,Romance,Music,"35,18,10749,10402,"
3,316199990,book,hardcover,Are We There Yet?,Dan Santat,"Little, Brown Books for Young Readers",2005-01-20,Released,24 hours. 350 miles. His girlfriend's kids. What could possibly go wrong?,5.2,2005.0,Are We There Yet?,Adventure,Comedy,Family,Romance,"12,35,10751,10749,"
4,816680566,book,hardcover,Frozen,Mary Casanova,Univ Of Minnesota Press,2010-02-05,Released,No one knows you're up there,5.9,1997.0,Frozen,Thriller,,,,"53,"
5,62194976,book,hardcover,Forbidden,Kimberley Griffiths Little,HarperCollins,1932-01-09,Released,Her Greatest Dramatic Role !,6.1,2000.0,Forbidden,Drama,,,,"18,"
6,144240907X,book,hardcover,Fever,Lauren DeStefano,Simon & Schuster Children's Publishing,1999-05-16,Released,Who Can You Trust... When You No Longer Trust Yourself...,6.0,1999.0,Fever,Drama,Thriller,,,"18,53,"
7,374378487,book,hardcover,Tuck Everlasting,Natalie Babbitt,"Farrar, Straus and Giroux",2002-10-11,Released,"If you could choose to live forever, would you?",6.4,2002.0,Tuck Everlasting,Drama,Family,Fantasy,Romance,"18,10751,14,10749,878,"
8,1250044669,book,hardcover,Renegades,Marissa Meyer,Feiwel & Friends,1989-06-02,Released,,5.2,1989.0,Renegades,Action,Crime,Thriller,,"28,80,53,"
9,1484722264,book,hardcover,Zero Day,Jan Gangsei,Disney-Hyperion,2003-09-03,Released,,7.1,2003.0,Zero Day,Drama,,,,"18,"
10,765302519,book,hardcover,Flashback,Gary Braver,Forge Books,1990-02-02,Released,A '60s radical. An uptight fed. It's gonna be a real trip!,6.6,1990.0,Flashback,Action,Comedy,Crime,,"28,35,80,"
11,1576878392,book,hardcover,Ali,"Steve Schapiro, Jack Olsen",powerHouse Books,2001-12-11,Released,Float like a butterfly and sting like a bee.,6.7,2001.0,Ali,Drama,,,,"18,"
12,9888341286,book,hardcover,Romeo & Juliet,"William Shakespeare, Lisbeth Zwerger, Anthea Bell",minedition,2013-09-12,Released,The most dangerous love story ever told.,6.6,1968.0,Romeo & Juliet,Drama,Romance,,,"18,10749,"
13,1681195364,book,hardcover,Breakout,Kate Messner,Bloomsbury Children's Books,1975-05-21,Released,Sentenced to 28 years in prison for a crime he never committed. Only two things can get him out - A lot of money and Charles Bronson!,6.4,1975.0,Breakout,Action,Adventure,Thriller,,"28,12,53,"
14,1509812709,book,hardcover,The Collector,Fiona Cummins,Macmillan (an Imprint of Pan Macmillan),1965-06-17,Released,,6.9,1965.0,The Collector,Mystery,Drama,Thriller,,"9648,18,53,"
15,778330737,book,hardcover,The Crossing,Jason Mott,Park Row,2000-01-10,Released,,6.5,2000.0,The Crossing,Drama,History,War,,"18,36,10752,"
16,61124958,book,hardcover,Charlotte's Web,"E. B White, Garth Williams",HarperCollins,1973-03-01,Released,That humble radiant terrific book is now a humble radiant terrific movie.,6.2,1973.0,Charlotte's Web,Animation,Drama,Family,,"16,18,10751,"
17,375500200,book,hardcover,Women,"Susan Sontag, Annie Leibovitz",Random House,1965-06-06,Released,,5.0,1997.0,Women,Drama,Romance,,,"18,10749,"
18,3651000001,book,hardcover,Switch,William Bayer,NY: Linden/ Simon & Schuster,1991-05-10,Released,Steve and Walter used to have a preference for blondes. Then Steve was murdered... and came back as one. Will being a woman make him a better man?,5.6,1991.0,Switch,Fantasy,Comedy,,,"14,35,"
19,B000YXTA18,book,hardcover,Monster,Frank Peretii,Westbow Press,2003-11-16,Released,The first female serial killer of America,7.0,2003.0,Monster,Crime,Drama,,,"80,18,"
20,1328879941,book,hardcover,The Handmaid's Tale,Margaret Atwood,Houghton Mifflin Harcourt,1990-03-09,Released,A haunting tale of sexuality in a country gone wrong.,5.8,1990.0,The Handmaid's Tale,Drama,Science Fiction,,,"18,878,"
21,1473676355,book,hardcover,The Outsider,Stephen King,Scribner,2014-03-11,Released,Outgunned. Outnumbered. Out for blood.,4.6,2002.0,The Outsider,Action,Crime,Drama,Mystery,"28,80,18,9648,53,"
22,386647475X,book,hardcover,Anna Karenina,Leo Tolstoi,Anaconda Verlag,1997-04-04,Released,"In a world of power and privilege, one woman dared to obey her heart.",6.4,1977.0,Anna Karenina,Drama,Romance,,,"18,10749,"
23,1328869334,book,hardcover,1984,George Orwell,Houghton Mifflin Harcourt,1956-03-06,Released,Big Brother is Watching.,7.0,1984.0,1984,Drama,Science Fiction,,,"18,878,"
24,393068617,book,hardcover,Jazz,"Gary Giddins, Scott DeVeaux",W. W. Norton & Company,2001-01-09,Released,,5.7,2000.0,Jazz,Documentary,,,,"99,"
25,670819549,book,hardcover,Little Odessa,Joseph Koenig,Viking Adult,1994-10-27,Released,Brothers in blood. Partners in crime.,6.4,1994.0,Little Odessa,Action,Drama,,,"28,18,"
26,9350296209,book,hardcover,Dark Star,Gautam Chintamani,HarperCollins,1974-04-01,Released,What Do You Say To A Talking Bomb? All Systems Snafu!!!,6.0,1974.0,Dark Star,Comedy,Science Fiction,,,"35,878,"
27,385424736,book,hardcover,The Rainmaker,John Grisham,Doubleday,1997-11-18,Released,They were totally unqualified to try the case of a lifetime... but every underdog has his day.,6.7,1956.0,The Rainmaker,Drama,Crime,Thriller,,"18,80,53,"
28,385416342,book,hardcover,The Firm,John Grisham,Doubleday,1993-06-30,Released,Power can be murder to resist.,6.6,1993.0,The Firm,Drama,Mystery,Thriller,,"18,9648,53,"
29,1445477963,book,hardcover,The Gingerbread Man,Parragon Books,Parragon Books,1998-01-23,Released,,5.7,1998.0,The Gingerbread Man,Thriller,,,,"53,"
30,765309769,book,hardcover,Tunnel Vision,Gary Braver,Forge Books,1976-03-12,Released,Laugh or get off the pot.,0.0,1976.0,Tunnel Vision,Comedy,,,,"35,"
31,735843120,book,hardcover,The Field,"Baptiste Paul, Jacqueline AlcÃ¡ntara",NorthSouth Books,1990-12-21,Released,An unforgettable story of power and passion,7.0,1990.0,The Field,Drama,,,,"18,"
32,3869301376,book,hardcover,The Photographer,Ernest Cole,Steidl,2014-09-17,Released,Only she knows who's the murderer,6.8,2000.0,The Photographer,Thriller,,,,"53,"
33,1492647969,book,hardcover,The List,Patricia Forde,Sourcebooks Jabberwocky,2013-07-05,Released,,5.5,2000.0,The List,Thriller,,,,"53,"
34,1908211024,book,hardcover,Nightwatch,Noel Kerns,Carpet Bombing Culture,1997-01-31,Released,,6.2,1998.0,Nightwatch,Action,Drama,Horror,Mystery,"28,18,27,9648,53,"
35,547318359,book,hardcover,Nemesis,Philip Roth,Houghton Mifflin Harcourt,1992-12-26,Released,In the future... it pays to be more than human.,5.3,1993.0,Nemesis,Science Fiction,Thriller,,,"878,53,"
36,1408845660,book,hardcover,Harry Potter and the Prisoner of Azkaban,ROWLING J.K.,Bloomsbury,2004-05-31,Released,Something wicked this way comes.,7.7,2004.0,Harry Potter and the Prisoner of Azkaban,Adventure,Fantasy,Family,,"12,14,10751,"
37,762408316,book,hardcover,A Christmas Carol,"Charles Dickens, Christian Birmingham",Running Press,1938-12-16,Released,"Greater than ""David Copperfield"" !",7.0,1951.0,A Christmas Carol,Fantasy,Drama,Family,,"14,18,10751,"
38,1626720711,book,hardcover,Max,Sarah Cohen-Scali,Roaring Brook Press,2002-09-10,Released,Art + Politics = Power,6.2,2002.0,Max,War,Drama,,,"10752,18,"
39,671880160,book,hardcover,Private Parts,Howard Stern,Simon & Schuster,1997-03-07,Released,Never before has a man done so much with so little.,6.7,1997.0,Private Parts,Comedy,Drama,,,"35,18,"
40,553521497,book,hardcover,Little Monsters,Kara Thomas,Delacorte Press,1989-08-25,Released,Some friends can be REAL MONSTERS. And some monsters can be REAL FRIENDS.,5.6,1989.0,Little Monsters,Adventure,Fantasy,Comedy,Family,"12,14,35,10751,"
41,718183894,book,hardcover,Tomorrow,Damian Dibben,Michael Joseph Ltd,2015-12-02,Released,"All around the world, solutions exist",7.9,1972.0,Tomorrow,Documentary,,,,"99,"
42,B008PYD1CW,book,hardcover,It,Stephen King,Viking,1927-02-15,Released,A salesgirl with plenty of 'it' pursues a handsome playboy.,6.5,1927.0,It,Drama,Comedy,Romance,,"18,35,10749,"
43,375414576,book,hardcover,My Life,Bill Clinton,Knopf,1993-11-12,Released,Every moment counts.,6.2,1993.0,My Life,Drama,Romance,,,"18,10749,"
44,3832732535,book,hardcover,New York,Serge Ramelli,teNeues,2009-06-26,Released,Three friends ready to face the world... and then the world changed.,6.3,1999.0,New York,Romance,Crime,Drama,,"10749,80,18,"
45,765309750,book,hardcover,Skin Deep,Gary Braver,Forge Books,1989-03-03,Released,The comedy that glows in the dark.,5.8,2003.0,Skin Deep,Romance,Comedy,Drama,,"10749,35,18,"
46,1250071348,book,hardcover,Pressure,Brian Keene,Thomas Dunne Books,2015-06-04,Released,Hold your breath,5.3,2002.0,Pressure,Drama,Thriller,,,"18,53,"
47,316225983,book,hardcover,The Late Show,Michael Connelly,"Little, Brown and Company",1977-02-10,Released,The nicest movie you'll ever see about murder and blackmail.,5.9,1977.0,The Late Show,Mystery,Crime,Comedy,,"9648,80,35,"
48,1911215477,book,hardcover,If I Die Before I Wake,Emily Koch,Harvill Secker,2001-04-24,Released,Don't ever forget to lock your doors!,7.5,2000.0,If I Die Before I Wake,Crime,Thriller,,,"80,53,"
49,3791504851,book,hardcover,Reckless,Cornelia Funke,Dressler Cecilie,1995-11-17,Released,The most twisted Christmas ever.,10.0,1997.0,Reckless,Fantasy,Comedy,Drama,,"14,35,18,"
50,076369603X,book,hardcover,Triangle,"Mac Barnett, Jon Klassen",Candlewick,2009-10-16,Released,A Passage to Hell,6.9,2001.0,Triangle,Horror,,,,"27,"
51,3866476965,book,hardcover,Robinson Crusoe,Defoe D,J.M. Dent & Sons,1954-08-05,Released,Every thrill-swept page blazes to life on the screen!,6.4,1996.0,Robinson Crusoe,Action,Adventure,Drama,,"28,12,18,"
52,771022905,book,hardcover,Brother,David Chariandy,McClelland & Stewart,2000-09-09,Released,Are You Japanese?,6.8,1975.0,Brother,Crime,Drama,Thriller,,"80,18,53,"
53,1524737860,book,hardcover,Honey,David Ezra Stein,Nancy Paulsen Books,2003-11-24,Released,Her dream. Her terms,6.0,2003.0,Honey,Romance,Music,Family,,"10749,10402,10751,"
54,033051864X,book,hardcover,The Vanishing,Gerard Woodward,,1988-10-27,Released,Who Has Seen This Woman?,7.4,1993.0,The Vanishing,Horror,Thriller,,,"27,53,"
55,031603438X,book,hardcover,Life,"Keith Richards, James Fox","Little, Brown and Company",1999-04-16,Released,Share it with someone you love.,6.4,1999.0,Life,Comedy,Crime,,,"35,80,"
56,345452631,book,hardcover,Obsession,Jonathan Kellerman,Ballantine Books,1976-08-01,Released,,6.5,1976.0,Obsession,Drama,Thriller,Mystery,,"18,53,9648,"
57,1943818436,book,hardcover,City of Angels,Kristi Belcamino,Polis Books,1998-04-10,Released,She didn't believe in angels until she fell in love with one.,6.5,1998.0,City of Angels,Drama,Fantasy,Romance,,"18,14,10749,"
58,802122124,book,hardcover,Caught,Lisa Moore,Grove Press,1996-01-24,Released,,6.5,1996.0,Caught,Action,Drama,Thriller,,"28,18,53,"
59,385351399,book,hardcover,The Circle,Dave Eggers,Knopf,2000-09-08,Released,,6.6,2000.0,The Circle,Drama,Foreign,,,"18,10769,"
60,393089053,book,hardcover,The Odyssey,"Homer, Emily Wilson",W. W. Norton & Company,1997-05-18,Released,,6.3,1997.0,The Odyssey,Adventure,Fantasy,,,"12,14,"
61,803739664,book,hardcover,Charisma,Jeanne Ryan,Dial,1999-11-10,Released,,5.8,1999.0,Charisma,Drama,Thriller,,,"18,53,"
62,1503947211,book,hardcover,Smoke,Catherine McKenzie,Lake Union Publishing,1995-06-09,Released,Where there's smoke... there's laughter!,7.2,1995.0,Smoke,Comedy,Drama,,,"35,18,"
63,1935547275,book,hardcover,Grand Theft Auto,"Alan Spitzer, Alison Spitzer",New Year Publishing,1977-06-16,Released,See the greatest cars in the world destroyed!,6.1,1977.0,Grand Theft Auto,Action,Comedy,Crime,,"28,35,80,"
64,1472243722,book,hardcover,Dummy,Matt Coyne,Wildfire,2002-09-12,Released,,6.1,2003.0,Dummy,Comedy,Drama,Romance,,"35,18,10749,"
65,1423139933,book,hardcover,Poison,Bridget Zinn,Hyperion Book CH,1991-04-05,Released,,6.4,1991.0,Poison,Drama,Horror,Science Fiction,,"18,27,878,"
66,399134409,book,hardcover,Clear and Present Danger,Tom Clancy,G. P. Putnam's Sons,1994-08-03,Released,The war of drugs would lead him to the war of power.,6.4,1994.0,Clear and Present Danger,Action,Drama,Thriller,,"28,18,53,"
67,399136150,book,hardcover,The Sum of All Fears,Tom Clancy,G. P. Putnam,2002-05-31,Released,"27,000 nuclear weapons. One is missing.",5.9,2002.0,The Sum of All Fears,Thriller,Action,Drama,,"53,28,18,"
68,1501115979,book,hardcover,Stay Hungry,Sebastian Maniscalco,Gallery Books,1976-04-23,Released,If you've got an appetite for life:,5.8,1976.0,Stay Hungry,Comedy,Drama,,,"35,18,"
69,62117262,book,hardcover,Taken,Erin Bowman,HarperTeen,2008-02-18,Released,They took his daughter.  He'll take their lives.,7.2,2002.0,Taken,Action,Thriller,,,"28,53,"
70,439064864,book,hardcover,Harry Potter and the Chamber of Secrets,"J.K. Rowling, Mary GrandPrÃ©",Scholastic,2002-11-13,Released,Hogwarts is back in session.,7.4,2002.0,Harry Potter and the Chamber of Secrets,Adventure,Fantasy,Family,,"12,14,10751,"
71,62414216,book,hardcover,The Nest,Cynthia D'Aprix Sweeney,Ecco,2002-01-01,Released,,6.1,2002.0,The Nest,Crime,Action,,,"80,28,"
72,B003U89S66,kindle,kindle edition,Fair Game,"Lanyon, Josh",Carina Press,1995-11-03,Released,He's a cop on the edge. She's a woman with a dangerous secret. And now they're both...,4.1,1995.0,Fair Game,Action,Thriller,Romance,,"28,53,10749,"
73,B07BC5BR4D,kindle,kindle edition,Best Seller,Susan May,,1987-09-25,Released,Writing A Book Is Easy. Writing A Best Seller Is Murder.,6.3,1987.0,Best Seller,Action,Crime,Drama,Thriller,"28,80,18,53,"
74,B079QP6HC8,kindle,kindle edition,Crossfire,"Jackie Keswick, Emma Griffin",,1947-07-22,Released,Hate is like a loaded gun!,6.1,1947.0,Crossfire,Crime,Drama,Mystery,Thriller,"80,18,9648,53,"
75,B003Y74NE0,kindle,kindle edition,The Gauntlet,Michael A. Hobren,Writers Exchange E-Publishing,1977-12-21,Released,Clint Eastwood is the man in the middle of The Gauntlet,6.6,1977.0,The Gauntlet,Drama,Action,Crime,Thriller,"18,28,80,53,"
76,B07C5M1VLK,kindle,kindle edition,Dirty Deeds,"Lauren Landish, Valorie Clifton, Staci Etheridge",,2002-07-18,Released,,6.3,2002.0,Dirty Deeds,Crime,Comedy,Drama,Thriller,"80,35,18,53,"
77,B01GUUVTNK,kindle,kindle edition,Witness,Caroline Mitchell,Thomas & Mercer,1985-02-08,Released,A big city cop. A small country boy. They have nothing in common... but a murder.,7.0,1985.0,Witness,Crime,Drama,Romance,Thriller,"80,18,10749,53,"
78,B076HL9WBY,kindle,kindle edition,Turbulence,E. J. Noyes,Bella Books,1997-01-09,Released,"If you weren't afraid of flying before, you will be now.",5.2,1997.0,Turbulence,Action,Thriller,Crime,,"28,53,80,"
79,B011HI0WII,kindle,kindle edition,Sacrifice,Adriana Locke,Umbrella Publishing Inc.,2010-12-17,Released,,6.2,2000.0,Sacrifice,Drama,Action,History,Thriller,"18,28,36,53,"
80,B078J5GVJ7,kindle,kindle edition,Wedding Bell Blues,"Susanne Matthews, Melinda De Ross",MHSLM Publishing,1996-10-18,Released,,5.5,1997.0,Wedding Bell Blues,Comedy,Romance,,,"35,10749,"
81,B008QYT7DI,kindle,kindle edition,The Little Prince,"Antoine de Saint-Exupery, Richard Howard",Mariner Books,1974-11-06,Released,"The entertainment that loves a lot, and lives a lot, and gives and gives and gives a lot.",6.0,1974.0,The Little Prince,Science Fiction,Fantasy,Family,Music,"878,14,10751,10402,"
82,B005F0FXKM,kindle,kindle edition,In Dreams,"J. Sterling, Pam Berehulke",Jenn Sterling,1999-01-15,Released,You don't have to sleep to dream,5.4,1999.0,In Dreams,Drama,Thriller,,,"18,53,"
83,B01501NZ14,kindle,kindle edition,The Tailor of Panama,John Le CarrÃ,Ballantine Books,2001-02-11,Released,"In a place this treacherous, what a good spy needs is a spy of his own.",6.2,2001.0,The Tailor of Panama,Drama,Thriller,,,"18,53,"
84,B076C546K9,kindle,kindle edition,Never Again,"Misty Malone, Blushing Books",Blushing Books Publications,2002-07-12,Released,A mature love story for immature people.,4.0,2002.0,Never Again,Comedy,Romance,,,"35,10749,"
85,B012B7O866,kindle,kindle edition,School Ties,Emma Lee Potter,Endeavour Press,1992-09-18,Released,Just because youâre accepted doesnât mean you belong.,6.3,1992.0,School Ties,Drama,,,,"18,"
86,B07C7N5CBS,kindle,kindle edition,Birthday Girl,Penelope Douglas,Penelope Douglas LLC,2001-09-06,Released,,6.1,2000.0,Birthday Girl,Comedy,Crime,Thriller,,"35,80,53,"
87,B072111SJJ,kindle,kindle edition,Shadows,Conrad Jones,Bloodhound Books,1959-11-11,Released,,7.2,1959.0,Shadows,Drama,,,,"18,"
88,B0163GHMFA,kindle,kindle edition,Deep Water,Betsey Odell,Sapphire Books Publishing,2006-12-15,Released,,6.7,2000.0,Deep Water,Documentary,Adventure,Drama,Action,"99,12,18,28,"
89,B076JXXXBF,kindle,kindle edition,Hot Pursuit,Jillian Chantal,Fowl Enterprises,1987-05-08,Released,She promised him ten days together in paradise. He never dreamed how far he'd have to go.,6.1,1987.0,Hot Pursuit,Comedy,,,,"35,"
90,B00IB5BSBG,kindle,kindle edition,The Good Girl,Mary Kubica,Harlequin MIRA,2002-01-12,Released,It's her last best chance... is she going to take it?,6.1,2002.0,The Good Girl,Drama,Comedy,Romance,,"18,35,10749,"
91,B00IYSXGZ6,kindle,kindle edition,Picking Up the Pieces,Elizabeth Hayley,,2000-05-26,Released,,4.1,2000.0,Picking Up the Pieces,Comedy,Thriller,Mystery,,"35,53,9648,"
92,B001ULD3U2,kindle,kindle edition,Lawman,Lisa Plumley,,1971-01-01,Released,,6.5,1971.0,Lawman,Action,Western,,,"28,37,"
93,B01IUCEZYG,kindle,kindle edition,Fire and Ice,PS Cassidy,Blushing Books,1983-03-25,Released,The end of mankind as we know it.,6.2,1983.0,Fire and Ice,Animation,Fantasy,Science Fiction,,"16,14,878,"
94,B00I7WV51Q,kindle,kindle edition,Spun,Catherine McKenzie,HarperCollins Canada,2002-06-01,Released,The ultimate speed freak's tale.,6.6,2003.0,Spun,Comedy,Crime,Drama,,"35,80,18,"
95,B07CKX4BX2,kindle,kindle edition,Crush,Tiffany Allee,,2001-08-19,Released,,5.4,2002.0,Crush,Romance,Comedy,Drama,,"10749,35,18,"
96,B06XRX69JY,kindle,kindle edition,The Trench,Paul Mannering,Severed Press,1999-09-17,Released,,5.6,1999.0,The Trench,War,Action,Drama,,"10752,28,18,"
97,B078N6V2KQ,kindle,kindle edition,Spiral,Mary Jane Bryan,Black Opal Books,2000-02-11,Released,,6.0,2004.0,Spiral,Mystery,Fantasy,Horror,,"9648,14,27,"
98,B07C9R9RWK,kindle,kindle edition,Guardian,Q. Zayne,Hughes Empire,2001-06-12,Released,Fear for your life... Fight for your soul.,7.0,2001.0,Guardian,Drama,Horror,Action,Science Fiction,"18,27,28,878,"
99,B00DNGSBQI,kindle,kindle edition,Crash,Guy Haley,Solaris,1996-07-17,Released,Love in the dying moments of the twentieth century,6.5,1996.0,Crash,Drama,Thriller,Romance,,"18,53,10749,"
100,B0725QYGHQ,kindle,kindle edition,After the Sunset,Lilah Suzanne,Interlude Press,2004-11-12,Released,Who will walk away?,6.0,2004.0,After the Sunset,Action,Comedy,Crime,Drama,"28,35,80,18,"
101,B01I2BS6TK,kindle,kindle edition,Mean Girls,Lucy Felthouse,,2004-04-30,Released,Welcome to girl world.,6.9,2004.0,Mean Girls,Comedy,,,,"35,"
102,B077GDTZB6,kindle,kindle edition,Fake,Haley Ladawn,,2010-06-09,Released,,5.0,2000.0,Fake,Thriller,Crime,Mystery,,"53,80,9648,"
103,B002A9JWWQ,kindle,kindle edition,True Colors,Clare London,Dreamspinner Press,1991-03-15,Released,,6.5,1991.0,True Colors,Drama,,,,"18,"
104,B00IPQWXCO,kindle,kindle edition,Remember Me,Laura Browning,Lyrical Press,2010-03-12,Released,Live in the moments.,6.9,2003.0,Remember Me,Drama,Romance,,,"18,10749,"
105,B073VN1P5H,kindle,kindle edition,The Chase,Holly Hart,Red Cape Romance,1966-02-17,Released,The chase is on!,6.7,1966.0,The Chase,Thriller,Drama,Crime,,"53,18,80,"
106,B005J61EPA,kindle,kindle edition,Resurrection,Arwen Elys Dayton,47North,1980-09-26,Released,It's not supposed to happen. So be there when it does.,6.4,1999.0,Resurrection,Drama,Fantasy,,,"18,14,"
107,B00UCLPC6E,kindle,kindle edition,Abandon,Blake Crouch,Thomas & Mercer,2002-10-14,Released,Watch who you leave behind.,4.6,2002.0,Abandon,Drama,Mystery,Thriller,,"18,9648,53,"
108,B007D0CGSO,kindle,kindle edition,Summer Magic,Sydell Voeller,Books We Love Ltd.,1963-07-07,Released,,6.4,1963.0,Summer Magic,Comedy,Family,,,"35,10751,"
109,B078SHG68B,kindle,kindle edition,Closer,F.E. Feeley Jr.,Beaten Track Publishing,2004-12-01,Released,"If you believe in love at first sight, you never stop looking.",6.7,2004.0,Closer,Drama,Romance,,,"18,10749,"
110,B001VMAWF4,kindle,kindle edition,Chances Are,Lisa Plumley,,1989-03-10,Released,,6.5,1989.0,Chances Are,Fantasy,Comedy,Science Fiction,Romance,"14,35,878,10749,"
111,B005GHM13Q,kindle,kindle edition,Top Dog,Dougie Brimson,Category C Publishing,1995-04-28,Released,One's tough ... One's smart... Together they unleash explosive action!,4.3,1995.0,Top Dog,Action,Adventure,Comedy,Family,"28,12,35,10751,53,"
112,B07CNZNHF1,kindle,kindle edition,The Brotherhood,Jo Fenton,Crooked Cat Books,1968-12-01,Released,Honor. Loyalty. Betrayal.,5.4,1968.0,The Brotherhood,Action,Crime,Drama,Thriller,"28,80,18,53,"
113,B00T8FAWKQ,kindle,kindle edition,Innocent Blood,Louann Carroll,Ellysian Press,1992-09-25,Released,The movie that goes straight for the jugular.,6.2,1992.0,Innocent Blood,Comedy,Horror,Thriller,Crime,"35,27,53,80,"
