,asin,group,format,book title,author,publisher,release_date,status,tagline,vote_average,year,movie title,genre1,genre2,genre3,genre4,id
114,B071YMP2SV,kindle,kindle edition,Slow Burn,Alexis Adaire,,2005-09-12,Released,The truth is just a trick of light.,5.5,1999.0,Slow Burn,Mystery,Crime,Drama,Thriller,"9648,80,18,53,"
115,B07794BY2K,kindle,kindle edition,The Boxer,"Alec Stark, Parker Avrile",,1997-12-31,Released,Love is always worth fighting for.,6.7,1997.0,The Boxer,Drama,Romance,,,"18,10749,"
116,B019RE1TO0,kindle,kindle edition,Return to Me,Anna Small,Anna Small Books,2000-04-07,Released,A comedy straight from the heart,6.1,2000.0,Return to Me,Romance,Comedy,Drama,,"10749,35,18,"
117,B001UQ6G88,kindle,kindle edition,Man of the Year,Lisa Plumley,,1995-09-15,Released,He as a centerfold who revealed everything ... but the truth.,3.8,1995.0,Man of the Year,Comedy,,,,"35,"
118,B0052VU9G2,kindle,kindle edition,The Hurricane,Hugh Howey,Broad Reach,1999-09-17,Released,His greatest fight was for justice.,7.2,1999.0,The Hurricane,Drama,,,,"18,"
119,B003TLMYAQ,kindle,kindle edition,Firelight,Linda Mooney,,1997-09-14,Released,Passion has no limits,7.0,1997.0,Firelight,Romance,Drama,,,"10749,18,"
120,B00AG8FZ4C,kindle,kindle edition,The Reckoning,David Halberstam,Open Road Media,2003-08-06,Released,The truth shall come to light,6.4,2004.0,The Reckoning,Crime,Drama,Mystery,,"80,18,9648,"
121,B0175WV3YC,kindle,kindle edition,The Wedding Date,Jennifer Joyce,Carina,2005-02-04,Released,Love doesn't come cheap.,6.2,2005.0,The Wedding Date,Comedy,Romance,,,"35,10749,"
122,B0743N6415,kindle,kindle edition,It Takes Two,Emily Harvale,Crescent Gate Publishing,1995-11-17,Released,Two identical strangers. Two different worlds. One perfect match.,6.1,1995.0,It Takes Two,Comedy,Family,Romance,,"35,10751,10749,"
123,B004BSGG6E,kindle,kindle edition,Borderline,Bonnie Rozanski,Porcupine's Quill,1950-03-01,Released,Two Undercover Agents Unwittingly Stalk the Same Target.,5.4,2002.0,Borderline,Crime,Drama,Thriller,,"80,18,53,"
124,B0046ZRL52,kindle,kindle edition,Crimes of Passion,Mel Keegan,DreamCraft,1984-10-19,Released,Never have two consenting adults consented to so much.,5.9,1985.0,Crimes of Passion,Romance,Drama,Thriller,Horror,"10749,18,53,27,80,"
125,B077J524TL,kindle,kindle edition,Undefeated,"Stuart Reardon, Jane Harvey-Berrick",Stuart Reardon Publishing,2011-03-13,Released,Character will be revealed.,7.9,2003.0,Undefeated,Documentary,,,,"99,"
126,B07CNLWX4P,kindle,kindle edition,Shiloh,Philip Fracassi,Lovecraft eZine Press,1996-11-30,Released,The story of a boy who risks everything to save his best friend.,5.7,2000.0,Shiloh,Drama,Family,,,"18,10751,"
127,B00MFVES0U,kindle,kindle edition,Possession,Linda Mooney,Music And Press,1981-05-27,Released,Murder. Evil. Infidelity. Madness.,6.9,2002.0,Possession,Drama,Horror,,,"18,27,"
128,B0759WR9BV,kindle,kindle edition,Fearless,Robin Alexander,Intaglio Publications,1993-10-15,Released,Some people are afraid of nothing.,6.8,1993.0,Fearless,Drama,,,,"18,"
129,B078VJ59X9,kindle,kindle edition,Dance with a Stranger,JJ Knight,,1985-03-01,Released,,5.5,1985.0,Dance with a Stranger,Crime,Drama,,,"80,18,"
130,B073XDKYY1,kindle,kindle edition,The Organization,"Annette Mori, Erin O'Reilly",Affinity Rainbow Publications,1971-10-20,Released,The Toughest Cop Has The Guts To Take On,7.2,1971.0,The Organization,Drama,Action,Thriller,Crime,"18,28,53,80,"
131,B002WE46VG,kindle,kindle edition,Fallen,Lauren Kate,Delacorte Press,1998-01-16,Released,Detective John Hobbes is searching for a criminal he's already met... already caught... and already killed,6.6,1998.0,Fallen,Thriller,Fantasy,Crime,Drama,"53,14,80,18,"
132,B007BTX4QU,kindle,kindle edition,Revenge,"Solomon Schneider, Gabrielle Faust",Barking Rain Press,1990-02-16,Released,A passion that cannot be denied. A betrayal that cannot be forgiven.,6.0,2002.0,Revenge,Thriller,Drama,Romance,Crime,"53,18,10749,80,"
133,B00IPQWW02,kindle,kindle edition,Bittersweet,Laura Browning,Lyrical Press,2008-07-23,Released,An evolution in love,5.0,1999.0,Bittersweet,Drama,Romance,,,"18,10749,"
134,B00NZZJ5L2,kindle,kindle edition,Desperate Measures,Fern Michaels,Lyrical Press,1998-01-30,Released,Desperate times call for. . .,5.9,1998.0,Desperate Measures,Action,Drama,Thriller,,"28,18,53,"
135,B00RRCM994,kindle,kindle edition,Eye of the Needle,Charles Obergfoll,,1981-07-24,Released,,6.4,1981.0,Eye of the Needle,Action,Drama,Romance,Thriller,"28,18,10749,53,"
136,B00F462CNS,kindle,kindle edition,Straight to Hell,Michelle Scott,Carina,1986-01-01,Released,"A story of blood, money, guns, coffee, and sexual tension.",4.8,1987.0,Straight to Hell,Action,Western,Comedy,Crime,"28,37,35,80,"
137,B07DFFW2L8,kindle,kindle edition,Envy,Dylan Allen,DA Publishing,2004-04-30,Released,"Success didnât go to his head, it went to his neighbor.",4.8,2004.0,Envy,Comedy,,,,"35,"
138,B06XHMZ2JY,kindle,kindle edition,A Murder of Crows,Ian Skewis,Unbound Digital,1999-07-06,Released,A work of deadly fiction.,6.0,1999.0,A Murder of Crows,Action,Crime,Thriller,,"28,80,53,"
139,B018ER7LCU,kindle,kindle edition,Cujo,Stephen King,Scribner,1983-08-10,Released,Now there's a new name for terror...,5.7,1983.0,Cujo,Horror,Thriller,,,"27,53,"
140,B073XZCLK5,kindle,kindle edition,Ransom,Gilbert M. Stack,,1996-11-08,Released,Someone is going to pay.,6.4,1996.0,Ransom,Action,Thriller,,,"28,53,"
141,B01BPHFFW4,kindle,kindle edition,No Such Thing,Alexis D. Craig,Hot Ink Press,2001-05-12,Released,,5.7,2002.0,No Such Thing,Comedy,Fantasy,Drama,,"35,14,18,"
142,B076HXW1KG,kindle,kindle edition,Maverick,Karina Halle,,1994-05-20,Released,"In their hands, a deck of cards was the only thing more dangerous than a gun.",6.6,1994.0,Maverick,Action,Adventure,Comedy,Drama,"28,12,35,18,37,"
143,B01I2IRBSU,kindle,kindle edition,Best in Show,Kelly Jensen,Dreamspinner Press,2000-09-19,Released,Some pets deserve a little more respect than others.,6.7,2000.0,Best in Show,Comedy,,,,"35,"
144,B000FC1XLS,kindle,kindle edition,Black Beauty,Anna Sewell,Digireads.com,1994-07-29,Released,,6.6,1971.0,Black Beauty,Action,Adventure,Drama,Family,"28,12,18,10751,"
145,B00BV2WC48,kindle,kindle edition,The Favor,Megan Hart,Harlequin MIRA,1994-04-29,Released,Two Women. Three Men. One Secret.,3.3,1994.0,The Favor,Drama,Comedy,Romance,,"18,35,10749,"
146,B00LUSEO8A,kindle,kindle edition,Mr. Jones,Margaret Sweatman,Goose Lane Editions,1993-10-08,Released,Everything That Makes Him Dangerous Makes Her Love Him More,5.9,1993.0,Mr. Jones,Drama,Romance,,,"18,10749,"
147,B00FP0WP58,kindle,kindle edition,Beowulf,"Anonymous, Lesslie Hall",Bybliotech,1999-04-01,Released,,4.4,1999.0,Beowulf,Action,Science Fiction,Thriller,Adventure,"28,878,53,12,27,14,"
148,B074W7S1BM,kindle,kindle edition,Death Wish,Linda Huber,Bloodhound Books,1974-07-24,Released,"Vigilante, city style -- Judge, Jury, and Executioner",7.0,1974.0,Death Wish,Action,Crime,Drama,Thriller,"28,80,18,53,"
149,B071F7N8M4,kindle,kindle edition,No Good Deed,Susanne Matthews,Crimson Romance,2002-06-28,Released,HE was more than a cop. SHE was more than a thief.,5.2,2002.0,No Good Deed,Action,Crime,Drama,Mystery,"28,80,18,9648,53,"
150,B001J1S7TK,kindle,kindle edition,Manhunter,Loreth Anne White,Silhouette Romantic Suspense,1986-08-14,Released,Enter the mind of a serial killerâ¦ you may never come back,6.8,1986.0,Manhunter,Crime,Horror,Thriller,,"80,27,53,"
151,B00UQYY6DC,kindle,kindle edition,Birdy,Jess Vallance,Hot Key Books,1984-12-14,Released,,6.9,1984.0,Birdy,Drama,History,,,"18,36,"
152,B00KRQCDV6,kindle,kindle edition,Me Without You,Kelly Rimmer,Bookouture,2001-11-01,Released,...best friends forever?,7.1,2001.0,Me Without You,Drama,,,,"18,"
153,B01CF474RA,kindle,kindle edition,Stranger Than Fiction,Jeanine Hoffman,Regal Crest Enterprises,2006-09-09,Released,Harold Crick isn't ready to go. Period.,7.1,1999.0,Stranger Than Fiction,Comedy,Drama,Fantasy,Romance,"35,18,14,10749,"
154,B00B6QF30Y,kindle,kindle edition,Time After Time,Sue Haasler,,1979-08-31,Released,H.G. Wells Races Through Time To Catch Jack The Ripper!,6.8,1979.0,Time After Time,Adventure,Drama,Comedy,Science Fiction,"12,18,35,878,53,"
155,B07BFM16KH,kindle,kindle edition,No Man's Land,"Linell Jeppsen, Jeb Rosebrook",Wolfpack Publishing,1987-10-23,Released,,6.1,1987.0,No Man's Land,Action,Drama,Thriller,,"28,18,53,"
156,B00DQXMW7M,kindle,kindle edition,Jealousy,Jenna Galicki,Beau to Beau Publishing,1953-01-13,Released,,8.0,1999.0,Jealousy,Romance,Drama,,,"10749,18,"
157,B076GSVT4Z,kindle,kindle edition,Green Card,Elizabeth Adams,,1990-12-23,Released,"The story of two people who got married, met and then fell in love.",5.9,1990.0,Green Card,Comedy,Drama,Romance,,"35,18,10749,"
158,B078VM48HM,kindle,kindle edition,Pulse,Angela Fiddler,Angela Fiddler,2001-02-10,Released,,6.1,2003.0,Pulse,Horror,Thriller,,,"27,53,"
159,B012LWZJ1O,kindle,kindle edition,Cover Girl,Nic Tatano,HarperImpulse,1944-03-30,Released,THE MOST BRILLIANT MUSICAL OF OUR TIME!,6.4,1944.0,Cover Girl,Comedy,Music,Romance,,"35,10402,10749,"
160,B00KYWRWS2,kindle,kindle edition,Terror Train,"Krista Clark Grabowski, A Henry Keene, Stephen Cooney, Mike Jansen",James Ward Kirk Publishing,1980-10-03,Released,The boys and girls of Sigma Phi. Some will live. Some will die.,5.8,1980.0,Terror Train,Horror,Thriller,,,"27,53,"
161,B00BL9APTA,kindle,kindle edition,Derailed,Angela Kay Austin,Vanilla Heart Publishing,2005-11-11,Released,He never saw it coming.,6.1,2002.0,Derailed,Drama,Thriller,,,"18,53,"
162,B00EUTR4RE,kindle,kindle edition,Sleepy Hollow,Taryn Kincaid,"Decadent Publishing Company, LLC",1999-11-18,Released,Heads will roll.,6.9,1999.0,Sleepy Hollow,Drama,Fantasy,Thriller,Mystery,"18,14,53,9648,"
163,B06XR38RT5,kindle,kindle edition,Power Play,Mari Carr,,1978-11-01,Released,,8.0,1999.0,Power Play,Thriller,Drama,,,"53,18,"
164,B01BVX053Q,kindle,kindle edition,Nobody Knows,Rebecca Barber,Limitless Publishing LLC,2004-08-07,Released,,7.8,2005.0,Nobody Knows,Drama,,,,"18,"
165,B074WBSKDT,kindle,kindle edition,Gus,C.J. Petit,Kindle Press,1976-07-07,Released,,6.8,1976.0,Gus,Comedy,Family,,,"35,10751,"
166,B00MF0ZV8Y,kindle,kindle edition,Alice's Adventures in Wonderland,"Lewis Carroll, Iassen Ghiuselev",Open Road Media Teen & Tween,1972-01-01,Released,"Made in Wonderland, the most magical musical of all!",5.6,1972.0,Alice's Adventures in Wonderland,Family,Fantasy,Music,,"10751,14,10402,"
167,B00DY0A2FQ,kindle,kindle edition,Come Undone,Madelynne Ellis,Mischief,2000-06-07,Released,,6.1,2000.0,Come Undone,Romance,Drama,,,"10749,18,"
168,B016H17GQQ,kindle,kindle edition,Swept Away,Susan V. Vaughn,Liquid Silver Books,1974-12-18,Released,,7.4,2002.0,Swept Away,Drama,Comedy,Romance,Foreign,"18,35,10749,10769,"
169,B01BPKEFOU,kindle,kindle edition,Dust,Beaux Cooper,Tirgearr Publishing,2001-08-29,Released,,5.6,2001.0,Dust,Action,Drama,Romance,Western,"28,18,10749,37,"
170,B07BY855VK,kindle,kindle edition,The End,M. Rose Flores,NineStar Press,1978-05-10,Released,Are there laughs before death?,5.7,1978.0,The End,Comedy,,,,"35,"
171,B07B5MYB3G,kindle,kindle edition,Heist,MJ Duncan,,2001-11-09,Released,It isn't love that makes the world go round.,6.3,2001.0,Heist,Action,Crime,Drama,Thriller,"28,80,18,53,"
172,B07BVV7V9X,kindle,kindle edition,After Hours,Emjay Haze,NineStar Press,1985-09-13,Released,"When it's after midnight in New York City, you don't have to look for love, laughter and trouble. They'll all find you!",7.4,1985.0,After Hours,Comedy,Thriller,Drama,,"35,53,18,"
173,B00WX7JHBG,kindle,kindle edition,Drive Me Crazy,Portia MacIntosh,Carina,1999-10-01,Released,The last guy she wants is the only one she needs.,5.8,1999.0,Drive Me Crazy,Drama,Comedy,Romance,Family,"18,35,10749,10751,"
174,B00D2DZL92,kindle,kindle edition,Blood Moon,K. J. Gillenwater,,2014-08-25,Released,When its Red. You're Dead.,5.6,2001.0,Blood Moon,Western,Horror,,,"37,27,"
175,B077XRC1CQ,kindle,kindle edition,Only You,Kay Doherty,NineStar Press,1994-09-17,Released,A love story written in the stars.,6.4,1994.0,Only You,Comedy,Drama,Romance,,"35,18,10749,"
176,B00A395BX4,kindle,kindle edition,White Christmas,Emma Lee-Potter,Endeavour Press Ltd.,1954-10-13,Released,"Joyous entertainment for every season, any year!!!!",6.9,1954.0,White Christmas,Comedy,Music,Romance,,"35,10402,10749,"
177,B00PNPONF0,kindle,kindle edition,In Too Deep,Kate Sherwood,Dreamspinner Press,1999-08-25,Released,,6.3,1999.0,In Too Deep,Drama,Action,Thriller,Crime,"18,28,53,80,"
178,B01633B4VQ,kindle,kindle edition,Worth Winning,Parker Elling,Kindle Press,1989-10-27,Released,An engaging comedy about a bachelor and three near Mrs.,6.0,1989.0,Worth Winning,Comedy,Romance,,,"35,10749,"
179,B01MDOQ1G1,kindle,kindle edition,A Place in the Sun,R.S. Grey,,1951-06-12,Released,Young people asking so much of Life... taking so much of Love!,6.9,1951.0,A Place in the Sun,Drama,Romance,,,"18,10749,"
180,B01FEAGCS4,kindle,kindle edition,Frankenstein,Mary Shelley,Mary Shelley,1931-11-21,Released,The man who made a monster.,7.3,2004.0,Frankenstein,Drama,Horror,Science Fiction,,"18,27,878,"
181,B078HGXBX7,kindle,kindle edition,The Calling,M.D. Neu,NineStar Press,2014-08-05,Released,Pray for the Prey,5.6,2000.0,The Calling,Thriller,,,,"53,"
182,B01CIPKWJI,kindle,kindle edition,Double Trouble,Darcy Flynn,Paper Moon Publishing,1967-04-05,Released,ELVIS with songs and adventures in mad mod Europe!,6.1,1967.0,Double Trouble,Comedy,Music,Romance,,"35,10402,10749,"
183,B008TVDBD0,kindle,kindle edition,The Importance of Being Earnest,Oscar Wilde,Dover Publications,2002-05-17,Released,Everybody Loves Ernest... But Nobody's Quite Sure Who He Really Is.,6.8,1952.0,The Importance of Being Earnest,Comedy,Drama,History,Romance,"35,18,36,10749,"
184,B01N5VLNKP,kindle,kindle edition,The Inheritance,Ally Bunbury,Poolbeg Press,2003-02-21,Released,,7.0,2003.0,The Inheritance,Drama,,,,"18,"
185,B00CF043NS,kindle,kindle edition,Deliverance,"Ash Krafton, Francesca Poggi, Silvia Paoletta",,1972-07-30,Released,What did happen on the Cahulawassee River?,7.2,1972.0,Deliverance,Drama,Adventure,Thriller,,"18,12,53,"
186,B01BIKV51S,kindle,kindle edition,War and Peace,Leo Tolstoy,Leo Tolstoy,1956-08-21,Released,The Greatest Novel Ever Written ... Now Magnificently Alive On The Screen!,6.8,1956.0,War and Peace,Drama,War,Romance,,"18,10752,10749,"
187,B01FEGEBU4,kindle,kindle edition,Moby Dick,Herman Melville,Herman Melville,1956-06-27,Released,"From the immortal adventure classic...of whaling men, their ships, and the sea!",6.9,1956.0,Moby Dick,Adventure,Drama,,,"12,18,"
188,B00SDQMY1G,kindle,kindle edition,Red,B.G. Thomas,Dreamspinner Press,2008-10-07,Released,They should have told the truth.,6.9,1994.0,Red,Drama,Thriller,,,"18,53,"
189,B00B7NPRY8,kindle,kindle edition,Dune,Frank Herbert,Ace,1984-12-14,Released,"A world beyond your experience, beyond your imagination.",6.5,2000.0,Dune,Action,Science Fiction,Adventure,,"28,878,12,"
190,B0147D76H0,kindle,kindle edition,Pride,Candace Blevins,Excessica Publishing,2007-03-23,Released,,5.0,2004.0,Pride,Drama,Family,,,"18,10751,"
191,B07CHTVR1N,kindle,kindle edition,Masquerade,Stella Wolfe,,1988-03-11,Released,,5.2,1988.0,Masquerade,Drama,Romance,Mystery,Thriller,"18,10749,9648,53,"
192,B06XR3FFZ5,kindle,kindle edition,Hero,Stacy-Deanne,,1992-10-02,Released,We're all heroes if you catch us at the right moment. Even Bernie Laplante.,6.3,1992.0,Hero,Drama,Comedy,Thriller,Mystery,"18,35,53,9648,"
193,B00RWJPS2C,kindle,kindle edition,Siddhartha,Hermann Hesse,Open Road Media,1972-08-01,Released,,5.3,1972.0,Siddhartha,Drama,Mystery,,,"18,9648,"
194,B01MYE8CEC,kindle,kindle edition,Haven,Tom Deady,Cemetery Dance Publications,2004-09-11,Released,Can love survive the fall of paradise?,5.2,2001.0,Haven,Drama,Crime,,,"18,80,"
195,B078X3W8C2,kindle,kindle edition,Rebound,Remi Ryan,,2005-07-01,Released,A comedy where old school ...meets middle school,5.2,1996.0,Rebound,Comedy,Family,,,"35,10751,"
196,B006SRYDT8,kindle,kindle edition,Best Friends,Edna Curry,,1982-12-17,Released,What a present for Christmas,5.3,1982.0,Best Friends,Comedy,Romance,,,"35,10749,"
197,B00XAZMPK0,kindle,kindle edition,Bulletproof,Maci Bookout,Post Hill Press,1996-09-06,Released,Tough cop. Hostile witness.,5.4,1996.0,Bulletproof,Action,Adventure,Comedy,Thriller,"28,12,35,53,"
198,B076HBKQKM,kindle,kindle edition,The Matchmaker,Alexa Milne,Pride Publishing,1997-10-03,Released,A comedy for the incurably unromantic.,6.1,1958.0,The Matchmaker,Comedy,Romance,,,"35,10749,"
199,B01MDQRNYI,kindle,kindle edition,What Women Want,Mari Carr,,2000-12-15,Released,He has the power to hear everything women are thinking. Finally... a man is listening.,6.1,2000.0,What Women Want,Comedy,Romance,,,"35,10749,"
200,B06XRMDG4V,kindle,kindle edition,Stripped,Ruth D. Kerce,,2014-04-01,Released,The Comics Documentary,7.0,2001.0,Stripped,,,,,
201,B00XCNBOUC,kindle,kindle edition,Angel Eyes,Myrna Mackenzie,,2001-05-15,Released,"The deeper you look, the more you will find.",5.5,2001.0,Angel Eyes,Drama,Romance,Thriller,,"18,10749,53,"
202,B00BSESWPW,kindle,kindle edition,Shattered,Lizbeth Lipperman,The Story Vault,1991-10-11,Released,,6.1,1991.0,Shattered,Mystery,Thriller,,,"9648,53,"
203,B01MT443OX,kindle,kindle edition,Intermission,Jennie Lee Schade,Excessica,2003-08-29,Released,Life is what happens in between.,6.4,2004.0,Intermission,Romance,Action,Comedy,Crime,"10749,28,35,80,9648,18,"
204,B01E0MFIP0,kindle,kindle edition,The Void,D.J. Goodman,Severed Press,2001-01-01,Released,,3.8,2001.0,The Void,Action,Thriller,Science Fiction,,"28,53,878,"
205,B001BANK2S,kindle,kindle edition,Night Shift,Stephen King,Anchor,1982-07-30,Released,"Ever since two enterprising young men turned the City Morgue into a swinging business, people have been dying to get in.",5.9,1982.0,Night Shift,Comedy,,,,"35,"
206,B072F9SN43,kindle,kindle edition,The Apartment,Sweta Kondavalasa,Write India Publishers,1960-06-15,Released,"Movie-wise, there has never been anything like it - laugh-wise, love-wise, or otherwise-wise!",8.1,1960.0,The Apartment,Comedy,Drama,Romance,,"35,18,10749,"
207,B01E8N3HLI,kindle,kindle edition,The Protector,Bridget Essex,Rose and Star Press,2005-08-11,Released,Vengeance Knows No Mercy,6.8,1985.0,The Protector,Action,Crime,Drama,Thriller,"28,80,18,53,"
208,B009PP0KSI,kindle,kindle edition,House of Cards,Terri Molina,Purple Papaya LLC,1993-06-25,Released,A Journey That Will Open Your Mind... And Touch Your Heart.,6.7,1993.0,House of Cards,Drama,,,,"18,"
209,B0147GFD3G,kindle,kindle edition,Boomerang,Ruchi Singh,Indireads,1992-06-30,Released,A Player Who's About to be Played.,5.4,1992.0,Boomerang,Comedy,Romance,,,"35,10749,"
210,B01LX18G2T,kindle,kindle edition,Brothers in Arms,"Megan Slayer, Helena Maeve, Anna Lee, Lucy Felthouse, Thom Collins",Pride Publishing,2005-01-01,Released,A revisionist western,2.7,2004.0,Brothers in Arms,Western,,,,"37,"
211,B004T3RQQK,kindle,kindle edition,The Sweetest Thing,Barbara Freethy,"Fog City Publishing, LLC",2002-04-12,Released,A romantic comedy without the sugar.,5.3,2002.0,The Sweetest Thing,Romance,Comedy,,,"10749,35,"
212,B00JI1D7RK,kindle,kindle edition,The Goodbye Girl,Angela Verdenius,Angela Verdenius,1977-11-30,Released,Thank you Neil Simon for making us laugh at falling in love...again.,7.3,1977.0,The Goodbye Girl,Comedy,Romance,,,"35,10749,"
213,B001BANK2I,kindle,kindle edition,Carrie,Stephen King,Anchor,1976-11-03,Released,If youâve got a taste for terror... take Carrie to the prom.,7.0,1976.0,Carrie,Horror,Thriller,,,"27,53,"
214,B0749P9RX9,kindle,kindle edition,Shade,Shey Stahl,Shey Stahl Inc.,2003-05-18,Released,"Lie, cheat, steal... your deal!",6.1,2003.0,Shade,Action,Thriller,Crime,,"28,53,80,"
215,B076FX6RZK,kindle,kindle edition,Drive,Stephanie Fournet,Blue Tulip Publishing INC.,2011-08-06,Released,There are no clean getaways.,7.4,1997.0,Drive,Drama,Action,Thriller,Crime,"18,28,53,80,"
216,B009V4Y5EI,kindle,kindle edition,Human Resources,"Geoffrey Neil, Christina Dominguez",Priorities Intact Publishing,1999-11-20,Released,,6.4,1999.0,Human Resources,Drama,,,,"18,"
217,B01N148JTY,kindle,kindle edition,The Castle,Skye Warren,,1997-04-10,Released,Ordinary Family. Extraordinary Story.,7.4,1999.0,The Castle,Drama,Comedy,,,"18,35,"
218,B074M1V5S9,kindle,kindle edition,The Perfect Husband,Buffy Andrews,HQ Digital,2004-02-12,Released,,4.0,1992.0,The Perfect Husband,,,,,
219,B009QUUINE,kindle,kindle edition,Coming Home,Elisabeth Rose,Montlake Romance,1978-02-15,Released,A man who believed in war! A man who believed in nothing! And a woman who believed in both of them!,6.9,1998.0,Coming Home,Drama,Romance,War,,"18,10749,10752,"
220,B00RWJPTWQ,kindle,kindle edition,Treasure Island,Robert L Stevenson,Open Road Media Teen & Tween,1950-07-18,Released,"PIRATE'S PLUNDER a young cabin boy, a roguish buccaneer... match wits in a swashbuckling adventure!",6.9,1997.0,Treasure Island,Adventure,Family,,,"12,10751,"
221,B01N7SNOIH,kindle,kindle edition,Lost & Found,Shilpa Mudiganti,"Inkspell Publishing, LLC",1999-04-23,Released,A comedy about a guy who would do anything to get the girl of his dreams - and did!,4.9,1999.0,Lost & Found,Comedy,Romance,,,"35,10749,"
222,B00N4VWI9I,kindle,kindle edition,Family Business,Brett Williams,Comet Press,1989-12-15,Released,,5.4,1989.0,Family Business,Action,Comedy,Crime,Drama,"28,35,80,18,53,"
223,B07C5V5LKD,kindle,kindle edition,The Tempest,JM Dragon,Affinity Fiction Press,1998-12-13,Released,,7.0,1979.0,The Tempest,Fantasy,Drama,Science Fiction,,"14,18,878,"
224,B00MF0ZVEI,kindle,kindle edition,Anne of Green Gables,L. M Montgomery,Open Road Media Teen & Tween,1985-12-01,Released,,8.2,1985.0,Anne of Green Gables,Drama,Family,,,"18,10751,"
